"id";"annotator";"c_usmod";"c_mod1";"c_mod0";"c_refc";"c_topic";"c_amp";"c_act";"c_act_1a";"c_act_1a_mark";"c_act_1b";"c_act_1b_mark";"c_act_2a";"c_act_2a_mark";"c_act_2b";"c_act_3a";"c_act_3a_mark";"c_act_3b";"c_contr";"c_emo_1";"c_emo_1_mark";"c_emo_2a";"c_emo_2a_mark";"c_emo_2b";"c_emo_3";"c_ne_1_0";"c_ne_1_1";"c_ne_1_2";"c_ne_1_3";"c_ne_1_4";"c_ne_2_0";"c_ne_2_1";"c_ne_2_2";"c_ne_2_3";"c_ne_2_4";"c_ne_2_mark_0";"c_ne_2_mark_1";"c_ne_2_mark_2";"c_ne_2_mark_3";"c_ne_2_mark_4";"c_ne_3_0";"c_ne_3_1";"c_ne_3_2";"c_ne_3_3";"c_ne_3_4";"c_ne_4_0";"c_ne_4_1";"c_ne_4_2";"c_ne_4_3";"c_ne_4_4";"c_ne_4_mark_0";"c_ne_4_mark_1";"c_ne_4_mark_2";"c_ne_4_mark_3";"c_ne_4_mark_4";"c_ne_5_0";"c_ne_5_1";"c_ne_5_2";"c_ne_5_3";"c_ne_5_4";"c_ne_5_mark_0";"c_ne_5_mark_1";"c_ne_5_mark_2";"c_ne_5_mark_3";"c_ne_5_mark_4";"c_ne_6_0";"c_ne_6_1";"c_ne_6_2";"c_ne_6_3";"c_ne_6_4";"c_ne_7_0";"c_ne_7_1";"c_ne_7_2";"c_ne_7_3";"c_ne_7_4";"c_pe_1_0";"c_pe_1_1";"c_pe_1_2";"c_pe_1_3";"c_pe_2_0";"c_pe_2_1";"c_pe_2_2";"c_pe_2_3";"c_pe_2_mark_0";"c_pe_2_mark_1";"c_pe_2_mark_2";"c_pe_2_mark_3";"c_pe_3_0";"c_pe_3_1";"c_pe_3_2";"c_pe_3_3";"c_pe_4_0";"c_pe_4_1";"c_pe_4_2";"c_pe_4_3";"c_pe_4_mark_0";"c_pe_4_mark_1";"c_pe_4_mark_2";"c_pe_4_mark_3";"c_pe_5_0";"c_pe_5_1";"c_pe_5_2";"c_pe_5_3";"c_act_0";"c_act_1";"c_act_2";"c_act_3";"c_act_1a_0";"c_act_1a_1";"c_act_1a_2";"c_act_1a_3";"c_act_1a_mark_0";"c_act_1a_mark_1";"c_act_1a_mark_2";"c_act_1a_mark_3";"c_act_1b_0";"c_act_1b_1";"c_act_1b_2";"c_act_1b_3";"c_act_1b_mark_0";"c_act_1b_mark_1";"c_act_1b_mark_2";"c_act_1b_mark_3";"c_act_2a_0";"c_act_2a_1";"c_act_2a_2";"c_act_2a_3";"c_act_2a_mark_0";"c_act_2a_mark_1";"c_act_2a_mark_2";"c_act_2a_mark_3";"c_act_2b_0";"c_act_2b_1";"c_act_2b_2";"c_act_2b_3";"c_act_3a_0";"c_act_3a_1";"c_act_3a_2";"c_act_3a_3";"c_act_3a_mark_0";"c_act_3a_mark_1";"c_act_3a_mark_2";"c_act_3a_mark_3";"c_act_3b_0";"c_act_3b_1";"c_act_3b_2";"c_act_3b_3"
567;4;1;;0;0;99;0;1;2;"Je  miserais  pour  épargner  nos  misères  Philippe  de  Villiers.";;;13;"Je";1;99;;99;"[1, 3]";0;;;;;;1;1;1;;;219;219;216;;;;"des  socialistes,  des  sociaux  démocrates";"Marine,";;;2;2;1;;;1;3;1;;;;"qui  savent  à  peine  ce  qui  se  passe,";"toujours  mentalement  «  dans  les  vap  »  sensibles  à  la  voix  du  communautarisme  et  à  la  voie  du  grand  remplacement.  trop  décevante.";;;3;3;3;;;;;"Je  nos";;;0;0;0;;;0;0;0;;;1;1;;;216;211;;;"Marine,";"Philippe  de  Villiers.";;;1;1;;;1;1;;;;"son  combat  soit  juste,  Il  en  a  «";;;0;0;;;1;;;;2;;;;"Je  miserais  pour  épargner  nos  misères  Philippe  de  Villiers.";;;;;;;;;;;;13;;;;"Je";;;;1;;;;99;;;;;;;;99;;;
568;4;1;;0;1;99;0;0;;;;;;;;;;;1;0;;;;;;1;2;;;;211;217;;;;"de  Villiers";"psychopathe  Elyséen  le";;;;1;1;;;;2;20;;;;"Elyséen  jamais  ce  traitre  il  a  pactisé  avec  le";"psychopathe";;;;0;0;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;4;1;;0;1;1;1;2;;;5;"LE  dirigeant  décider  stratégiquement  ou  pas,  de  tuer  ou  pas";217;"LE  dirigeant";1;99;;2;99;1;"Mais  voilà  Bref  !  !";13;"Nous";2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;5;;;;"LE  dirigeant  décider  stratégiquement  ou  pas,  de  tuer  ou  pas";;;;217;;;;"LE  dirigeant";;;;1;;;;99;;;;;;;;2;;;
570;2;1;;4;0;2;0;0;;;;;;;;;;;5;0;;;;;;1;;;;;1;;;;;"guérilla  urbaine";;;;;2;;;;;4;;;;;"guerre  civile";;;;;3;;;;;"notre  nous";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;2;1;;4;0;2;0;0;;;;;;;;;;;5;0;;;;;;1;1;1;;;1;225;217;;;"ils";"dirigeants  islamistes";"gouvernement";;;2;2;2;;;4;2;1;;;"insurrection  avec  armes";"vont  nous  refaire  le  coup  de  la  Palestine  et  du  Liban";"laisse  faire";;;217;3;3;;;"d'actions  de  plus  grandes  ampleurs  insurrection";;"notre";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
572;2;1;;0;0;4;1;1;5;"chopent  le  Covid  19,  répandre  la  bonne  souche,  auprès  de  leurs  Frères  Musulmans,";;;217;"nos  Armées,";2;1;"ces  Cons  Finis";2;5;0;;;;;;1;;;;;1;;;;;"les  Smalas  Califats  d'Origine,";;;;;2;;;;;99;;;;;"Cons  Finis  Non-Confinés,";;;;;3;;;;;"nous";;;;;0;;;;;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;"chopent  le  Covid  19,  répandre  la  bonne  souche,  auprès  de  leurs  Frères  Musulmans,";;;;;;;;;;;;217;;;;"nos  Armées,";;;;2;;;;1;;;;"ces  Cons  Finis";;;;2;;;
573;2;1;;4;0;99;0;0;;;;;;;;;;;1;0;;;;;;1;1;;;;8;5;;;;"gendarmerie";"postiers.";;;;2;2;;;;1;1;;;;;"traquer  les  petits  vieux  continuer  de  travailler,  contrairement  aux  postiers.";;;;3;3;;;;;"petits  vieux  gens  du  privé";;;;1;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;2;1;;4;0;2;0;1;5;"il  est  temps  de  sortir  les  fusils  mitrailleurs";;;8;"police.";2;1;"répondre  à  ces  agressions";2;5;0;;;;;;1;1;;;;1;217;;;;"on";"ce  gouvernement";;;;2;2;;;;4;1;;;;"interdite  en  France...  trafic  1kg  de  drogue  +  1  kg  d'artifices  mortiers  et  feux  d'artifice";"a  interdit  les  grenades  F4  aux  forces  de  l'ordre";;;;3;8;;;;"en  France...";"forces  de  l'ordre";;;;1;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;"il  est  temps  de  sortir  les  fusils  mitrailleurs";;;;;;;;;;;;8;;;;"police.";;;;2;;;;1;;;;"répondre  à  ces  agressions";;;;2;;;
575;2;1;;4;0;2;0;1;5;"Tout  doit  être  employé  armée,  armes  de  guerre  c'est  le  karcher  ou  rien.";;;217;"armée,  la  France";2;1;"ce  chancre.";2;5;0;;;;;;1;1;;;;217;1;;;;"castaner,";"cette  vermine";;;;1;2;;;;3;4;;;;"bêtise  bêlante";"qui  interdit  aux  habitants  de  ces  cités  de  pouvoir  vivre  normalement  et  sereinement.";;;;3;3;;;;;"la  France  aux  habitants";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;"Tout  doit  être  employé  armée,  armes  de  guerre  c'est  le  karcher  ou  rien.";;;;;;;;;;;;217;;;;"armée,  la  France";;;;2;;;;1;;;;"ce  chancre.";;;;2;;;
576;2;1;;4;0;2;0;0;;;;;;;;;;;5;0;;;;;;1;;;;;1;;;;;"une  frange  de  personnes";;;;;2;;;;;4;;;;;"qui  font  fi  du  respect  des  lois";;;;;3;;;;;"appartenant  encore  au  territoire  français,";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;2;1;;4;0;4;0;1;4;"Pourquoi  ne  tire-t-on  pas  à  balles  réelles  contre  des  racailles";;;1;"racailles  musulmans.";2;8;"tire-t-on  pas  à  balles  réelles";2;5;0;;;;;;1;1;;;;217;1;;;;"gouvernement";"racailles  musulmans.";;;;2;2;;;;2;4;;;;"à  balles  réelles  contre  des  manifestants  pacifiques,  faisant  des  morts,  rue  d'Isly;  à  fait  tirer";"racailles";;;;3;99;;;;"manifestants  pacifiques,";;;;;1;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;"Pourquoi  ne  tire-t-on  pas  à  balles  réelles  contre  des  racailles";;;;;;;;;;;;1;;;;"racailles  musulmans.";;;;2;;;;8;;;;"tire-t-on  pas  à  balles  réelles";;;;2;;;
578;2;1;;0;1;11;0;0;;;;;;;;;;;1;0;;;;;;1;1;;;;217;4;;;;"gouvernée";"presse  télévisions";;;;2;2;;;;2;2;;;;;"des  profiteurs  du  généreux  système  français,  serviles  serviteurs  du  pouvoir";;;;3;3;;;;;"la  France";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;2;1;;4;0;4;0;0;;;;;;;;;;;5;0;;;;;;1;1;;;;1;217;;;;"ces  'gens-là'";"nos  politiques.";;;;2;2;;;;3;1;;;;"la  bêtise";"veulerie";;;;3;3;;;;;"on  nos";;;;0;0;;;;0;0;;;;1;;;;4;;;;"Laurent  Obertone";;;;1;;;;3;;;;"Le  scenario  produire  'Guerilla""  de  Laurent  Obertone  finira  bien  par  se";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;2;1;;4;0;2;0;1;4;"passer  le  karcher.  Expulsion";;;217;;2;1;"étrangers";2;5;0;;;;;;1;2;;;;1;217;;;;"étrangers";"une  l'interdiction  aveugle  qui  s'est  occasion  révélée  inefficace  manquée  une  de  plus,";;;;2;2;;;;4;1;;;;"violances  drogue";"inefficace";;;;3;3;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;"passer  le  karcher.  Expulsion";;;;;;;;;;;;217;;;;;;;;2;;;;1;;;;"étrangers";;;;2;;;
581;2;1;;4;0;2;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;5;;;;;"militants  anti-flics";;;;;1;;;;;2;;;;;"Est-ce  le  hasard  si  ces  incidents  sirviennent  maintenant?";;;;;8;;;;;"anti-flics";;;;;99;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;2;1;;4;0;1;0;0;;;;;;;;;;;1;0;;;;;;2;1;;;;1;217;;;;"Immigration";;;;;2;2;;;;7;1;;;;"Immigration  massive";"laxisme";;;;3;3;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;2;1;;4;0;2;0;1;2;"sortir  très  rapidement  du  confinement";;;217;"aux  hautes  autorités";2;3;;2;1;0;;;;;;1;1;;;;1;217;;;;"ramadan  islamiste";"aux  hautes  autorités  qui  nous  ""gouvernent";;;;2;2;;;;4;1;;;;"voir  la  grenade  islamiste  leur  péter  à  la  figure";"au  doigt  mouillé";;;;217;3;;;;"hautes  autorités";;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"sortir  très  rapidement  du  confinement";;;;;;;;;;;;217;;;;"aux  hautes  autorités";;;;2;;;;3;;;;;;;;2;;;
584;2;1;;4;0;2;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;217;;;;;;;;;;2;;;;;1;;;;;"récemment  8000  prisonniers  relâché";;;;;3;;;;;"cette  guérilla";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;2;1;;4;0;4;0;0;;;;;;;;;;;1;0;;;;;;1;1;;;;6;217;;;;"ceux  qui  rêvent  depuis  plus  de  mille  ans  de  faire  manger  leur  cheval  sur  l'autel  de  Saint  Pierre.";"classe  politique";;;;2;2;;;;7;2;;;;"faire  manger  leur  cheval  sur  l'autel  de  Saint  Pierre.";"50  ans  d'islamophilie  de  la  classe  politique  résultat  des  ""droitsdelhomme""  qui  nous  mettent  pieds  et  poings  liés";;;;3;3;;;;;"nous";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;2;1;;4;0;2;0;0;;;;;;;;;;;1;0;;;;;;1;1;;;;217;217;;;;;"Castaner  mini  micron";;;;1;1;;;;1;2;;;;"Pas  un  mot  en  vacances  pas  été  mis  au  courant...";"Un  accord,  peut-être,  de  mini  micron  avec  les  fabricants  d'armes";;;;3;3;;;;;;;;;1;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;217;;;;;"gouvernement";;;;;2;;;;;1;;;;;"mou  du  genou";;;;;3;;;;;;;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;2;1;;4;0;2;1;0;;;;;;;;;;;0;0;;;;;;1;2;;;;5;217;;;;"Le  motard";"une  chance  pour  la  France";;;;1;2;;;;4;1;;;;"infractions  à  la  législation  sur  les  stupéfiants,  violences  aggravées,  extorsion...";"une  chance  condamné  à  14  reprises,";;;;3;3;;;;;"la  France";;;;1;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;2;1;;4;0;2;0;1;4;"Bouclage  du  à  balles  réelles  quartier  Nettoyage  immeuble  par  immeuble.  Tir";;;217;"petits  marquis";2;1;"quartier";2;1;0;;;;;;1;2;;;;217;1;;;;"Nos  petits  marquis";"quartier";;;;2;2;;;;1;99;;;;"oseront-ils";;;;;3;3;;;;;"nous";;;;1;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;"Bouclage  du  à  balles  réelles  quartier  Nettoyage  immeuble  par  immeuble.  Tir";;;;;;;;;;;;217;;;;"petits  marquis";;;;2;;;;1;;;;"quartier";;;;2;;;
590;2;1;;0;1;99;0;0;;;;;;;;;;;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;13;;;;"votre  avis.";;;;1;;;;3;;;;"Absolument  de  votre  avis.";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;2;1;;0;1;4;0;1;5;"on  nettoie..  dis..on  prend  nos  parachutistes  et";;;10;"nos  parachutistes";2;1;;2;5;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;"on  nettoie..  dis..on  prend  nos  parachutistes  et";;;;;;;;;;;;10;;;;"nos  parachutistes";;;;2;;;;1;;;;;;;;2;;;
592;2;1;;4;0;2;0;1;5;"L'utilisation  des  tirs  à  balles  réelles";;;8;;2;1;"la  racaille";2;0;0;;;;;;1;;;;;1;;;;;"Banlieue  la  racaille  de";;;;;2;;;;;4;;;;;"racaille";;;;;3;;;;;"Nous";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;"L'utilisation  des  tirs  à  balles  réelles";;;;;;;;;;;;8;;;;;;;;2;;;;1;;;;"la  racaille";;;;2;;;
593;2;1;;0;0;99;1;0;;;;;;;;;;;0;0;;;;;;2;;;;;99;;;;;"enfin  UN";;;;;2;;;;;1;;;;;"qui  a  des  c............  enfin  UN";;;;;99;;;;;;;;;;0;;;;;0;;;;;1;;;;5;;;;"E.Zemmour";;;;1;;;;4;;;;"qui  a  des  c............  UN";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;2;1;;0;1;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;4;;;;;"Menant";;;;;1;;;;;3;;;;;"culture  de  l'excuse";;;;;0;;;;;;;;;;0;;;;;0;;;;;1;;;;5;;;;"Zemmour";;;;1;;;;99;;;;"bravo";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;2;1;;4;0;2;0;1;2;"a  pour  devoir  d'intervenir  dans  ces  zones  de  non-droit.  notre  armée";;;1;"zones  de  non-droit.";2;1;"zones  de  non-droit.";2;0;0;;;;;;2;;;;;10;;;;;"nos  vaillants  généraux";;;;;2;;;;;1;;;;;"a  pour  devoir  d'intervenir  Qu'attendent  nos  vaillants  généraux  pour  prendre  le  pouvoir  notre  armée";;;;;3;;;;;"nos  notre";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"a  pour  devoir  d'intervenir  dans  ces  zones  de  non-droit.  notre  armée";;;;;;;;;;;;1;;;;"zones  de  non-droit.";;;;2;;;;1;;;;"zones  de  non-droit.";;;;2;;;
596;2;1;;0;2;2;0;0;;;;;;;;;;;1;0;;;;;;1;;;;;10;;;;;"L'armée";;;;;2;;;;;2;;;;;"n'est  plus  fiable.  les  candidats  ne  doivent  pas  avoir  exprimé  Moralement,  d'opinion  hors  du  politiquement  correct.  disciplinairement,";;;;;3;;;;;"On";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;2;1;;4;0;2;0;2;;;5;"Wehrmacht";10;"nos  généraux";2;1;"2005,";2;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;5;;;;"Wehrmacht";;;;10;;;;"nos  généraux";;;;2;;;;1;;;;"2005,";;;;2;;;
598;2;1;;0;0;99;1;0;;;;;;;;;;;1;0;;;;;;1;2;;;;221;8;;;;"LFI  l’extrême  gauche";"les  fdo";;;;2;2;;;;2;1;;;;"se  complice  mure  dans  le  silence";"seront  trop  occupées  pour  traquer  les  Patriotes  qui  se  seront  occupés  de  ces  collabos  infects  de  l’extrême  gauche";;;;3;3;;;;;"les  Patriotes";;;;0;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;2;1;;4;0;99;0;1;5;"passer  le  karcher.";;;99;;2;99;;2;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;"passer  le  karcher.";;;;;;;;;;;;99;;;;;;;;2;;;;99;;;;;;;;2;;;
600;2;1;;4;0;99;0;1;4;"il  faut  taper  très  vite  et  très  fort";;;99;"il";2;1;"certains";2;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;"il  faut  taper  très  vite  et  très  fort";;;;;;;;;;;;99;;;;"il";;;;2;;;;1;;;;"certains";;;;2;;;
601;2;1;;4;0;99;0;0;;;;;;;;;;;1;0;;;;;;1;1;;;;6;217;;;;"islamo-gauchistes  les  milieux";"Macron  et  ses  kekou  de  Beauveau.";;;;2;2;;;;4;1;;;;"réseaux  mafieux  de  la  drogue.Ce  racket  que  nos  impôts  paieront,  prise  de  contrôle  de  territoires";"brasseur  d'air";;;;3;3;;;;;"l'Etat  territoires";;;;0;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;2;1;;4;0;4;0;1;2;"La  force  juste  et  implacable  de  la  Loi  pourra  seule  y  mettre  fin.";;;9;"la  Loi";2;1;"Ces  immigrés";2;5;0;;;;;;1;1;;;;1;223;;;;"quartiers  musulmans";"les  reculades  du  pouvoir  et  de  sa  police";;;;2;2;;;;4;1;;;;"dans  leur  pays  d'origine,  c'est  la  dictature  ou  le  chaos.  Ces  immigrés  reproduisent  en  France  cette  alternative";"les  reculades";;;;3;3;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"La  force  juste  et  implacable  de  la  Loi  pourra  seule  y  mettre  fin.";;;;;;;;;;;;9;;;;"la  Loi";;;;2;;;;1;;;;"Ces  immigrés";;;;2;;;
603;4;1;;4;0;99;0;1;2;"va  surement  trouver  la  solution";;;217;"Macron";1;12;"abrutis  ces";2;1;1;"gay-friendly  sa  merveilleuse  démocrature";3;;2;1;1;2;2;;;99;217;223;;;"abrutis  ces";"Macron";"merveilleuse  démocrature  européenne.";;;2;1;2;;;20;1;2;;;;"abrutis  avec  les  bonnes  parole  apaisantes  va  surement  trouver  la  solution  pour  calmer  ces";"merveilleuse  démocrature";;;0;0;3;;;;;;;;0;1;1;;;0;1;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"va  surement  trouver  la  solution";;;;;;;;;;;;217;;;;"Macron";;;;1;;;;12;;;;"abrutis  ces";;;;2;;;
605;4;1;;3;0;1;0;0;;;;;;;;;;;1;0;;;;;;2;;;;;99;;;;;"de  zéros";;;;;2;;;;;1;;;;;"C'est  que  nous  avons  plus  de  zéros  que  vous  ne  croyez...";;;;;3;;;;;"nous";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;4;1;;4;0;9;0;1;2;"""travaillent""  pour  la  démographie  de  l'Europe  de  revenir  dans  leur  pays,  peut  on  exiger  des  médecins  qui";;;99;"on";2;5;"""travaillent""  pour  la  démographie  de  l'Europe  des  médecins  qui";2;"[1, 5]";0;;;;;;1;1;;;;5;223;;;;"""travaillent""  pour  la  démographie  de  l'Europe  des  médecins  qui";"l'UE,";;;;2;2;;;;8;2;;;;"d'y  assurer  leurs  soins,  puisqu'on  manque  de  personnel  soignant...  ?";"est  devenu  une  mafia";;;;3;0;;;;"puisqu'on  on";;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"""travaillent""  pour  la  démographie  de  l'Europe  de  revenir  dans  leur  pays,  peut  on  exiger  des  médecins  qui";;;;;;;;;;;;99;;;;"on";;;;2;;;;5;;;;"""travaillent""  pour  la  démographie  de  l'Europe  des  médecins  qui";;;;2;;;
607;4;1;;0;0;11;1;0;;;;;;;;;;;"[1, 5]";0;;;;;;2;1;;;;217;217;;;;;"Schiappa  Macron  Macron";;;;1;1;;;;30;30;;;;;"est  au  gouvernement  donc  on  sait  ce  que  pense  Macron  sur  l’immigration,  le  multiculturalisme,";;;;3;3;;;;;"on";;;;0;0;;;;0;0;;;;1;;;;4;;;;"E  Zemmour  Zemmour";;;;1;;;;3;;;;"qui  osent  dire  les  choses!!!";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;4;1;;1;0;1;0;1;3;"Ce  sont  les  donneurs  d'ordres  qu'il  faut  dénoncer.";;;99;"qu'il";2;99;"les  donneurs  d'ordres";2;1;2;"Vous  avez  tout  à  fait  raison";4;"Vous";1;0;1;1;;;;99;217;;;;"les  donneurs  d'ordres";"nos  prétendus  dirigeants.";;;;2;2;;;;4;2;;;;"des  êtres  humains  entre  l'Afrique  et  l'Europe"".  ""traite";"Ceux  auxquels  obéissent  nos  prétendus  dirigeants.";;;;1;3;;;;"des  êtres  humains";"nos";;;;0;0;;;;0;0;;;;1;;;;4;;;;"Vous";;;;1;;;;1;;;;"Vous  avez  des  êtres  humains  entre  l'Afrique  et  l'Europe"".  tout  à  fait  raison  de  parler  de  ""traite";;;;0;;;;1;;;;3;;;;"Ce  sont  les  donneurs  d'ordres  qu'il  faut  dénoncer.";;;;;;;;;;;;99;;;;"qu'il";;;;2;;;;99;;;;"les  donneurs  d'ordres";;;;2;;;
609;4;1;;4;0;1;0;1;99;;;;3;"On";2;1;"ce  trafic  la  bête";2;1;1;"tout  le  monde  s'engraisse  sur  la  bête";2;"tout  le  monde  nos  dirigeants  incompétents";2;0;1;1;;;;2;2;;;;;"tout  le  monde  nos  dirigeants  incompétents  volonté  politique";;;;2;2;;;;1;2;;;;"mettre  fin  aucune  volonté  politique  pour  y";"s'engraisse  sur  la  bête";;;;1;1;;;;;"la  bête";;;;0;0;;;;1;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;99;;;;;;;;;;;;;;;;3;;;;"On";;;;2;;;;1;;;;"ce  trafic  la  bête";;;;2;;;
610;4;1;;0;1;99;1;0;;;;;;;;;;;1;0;;;;;;2;2;;;;2;2;;;;;"pas  incompétents";;;;2;2;;;;1;2;;;;"mais  lâches,";"pourris!!!";;;;0;0;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;4;1;;4;0;1;0;1;2;"avec  le  laxisme  migratoire,  écoutaient  leurs  peuples  et  en  finissaient";;;2;"les  dirigeants  européens";2;1;"le  laxisme  migratoire,";2;"[1, 9]";0;;;;;;1;1;;;;2;2;;;;;"les  dirigeants  européens";;;;2;2;;;;3;1;;;;"écoutaient  leurs  peuples";"avec  le  laxisme  migratoire,  en  finissaient";;;;3;3;;;;;"leurs  peuples";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;"avec  le  laxisme  migratoire,  écoutaient  leurs  peuples  et  en  finissaient";;;;;;;;;;;;2;;;;"les  dirigeants  européens";;;;2;;;;1;;;;"le  laxisme  migratoire,";;;;2;;;
