id;content;user_id;date;article_id;direct_parent_id;internal_id;outlet;outlet2;type;type2;length;words;no_thread;no_replies
1293;gar nichts ist falsch an Merkels Handlungen, es ist ihr Auftrag, den sie damals unter stalinistischem Eid (mit einigen anderen zusammen) von Mielke-ich-hab-euch-doch-alle-lieb zur Exekution übernahm. Es ist durchaus denkbar, daß sie regelrecht auf Kohl angesetzt wurde. Schließlich hat sie ihn ja dann auch zu Fall gebracht. Schäuble, als Prokurist der damaligen CDU-Geldschieberei, durfte dann später mit auf dem hohen Roß sitzen bleiben (mit einer Kugel durch die Wirbelsäule). Er war so schön zügelbar. Es geht grundsätzlich bei diesen Kadern darum, die sogenannte Arroganz des Kapitals zu brechen. Daß dabei unser Wohlstand über die Wupper geht, interessiert bei deren Sozialisierung nicht, im Gegenteil, Kommunisten finden Enteignungen u.ä. irgendwie prickelnd. Derartige Bösartigkeiten basieren auf marxistischer Dekonstruktion und sind von zäher, langer Hand bereitet und noch längst nicht ausgestorben. ;user_71;2020-04-29 12:19:00;r1_article_15;r1_comment_279;r1_comment_280;compact;5;reply;3;911;127;3;1
1294;Seid 1990 sind alle Bundes- und Landesregierungen durch Offizielle oder Inoffizielle Stasi Mitarbeiter durchsetzt. Da hat die Stasi noch vor ihrer Auflösung ganze Arbeit geleistet. Da haben es die Mitarbeiter ihrer Organisation vom Landesvater Stolpe ( IM Sekretär) bis zum Bundespräsidenten Gauck (IM Larve)und bis zur amtierenden Bundeskanzlerin (IM Erika) gebracht. Über alle wacht immer nach der Erich (ich liebe euch doch alle) Mielke. ;user_41;2020-04-29 13:20:00;r1_article_15;r1_comment_279;r1_comment_281;compact;5;reply;3;441;64;3;2
1295;aber ja doch, lauscht man den wirklichen medizinischen Koryphäen, ist nicht zu übersehen, wie sehr der ganze Pandemie-Aktionismus schlicht warme Luft ist und mit den Ängsten der Menschen von diesen sozialistischen Kaperern unsere Freiheitsrechte eliminiert werden sollen. Die Tyrannei in ihrem Lauf hält weder Ochs noch Esel auf. So oder so ähnlich wußte schon Honnecker zu pointieren. ;user_71;2020-04-29 10:37:00;r1_article_15;r1_article_15;r1_comment_282;compact;5;comment;2;386;57;2;
1296;In keinem Land werden richtige Zahlen veröffentlicht. Alles Lug und Trug. Zur Zeit wird der Druck nur aufrecht gehalten, damit die Verantwortlichen sich einen Fluchtweg sichern können! ;user_8;2020-04-29 08:05:00;r1_article_15;r1_article_15;r1_comment_283;compact;5;comment;2;185;27;1;
1297;Sehe ich genauso. Man sollte ein Bewegungsbild von den Politclowns anfertigen um z.B. Merkel, Maas, Habeck und Schaeuble aus den Fluchtbewegungen rausfischen zu koennen. ;user_17;2020-04-29 10:07:00;r1_article_15;r1_comment_283;r1_comment_284;compact;5;reply;3;170;24;1;1
1298;Die werden nicht untertauchen können als politisch Verfolgte ohne Pass mit blonden Zotteln. ;user_19;2020-04-29 15:03:00;r1_article_15;r1_comment_283;r1_comment_285;compact;5;reply;3;93;13;1;2
1299;Du meinst, eine neue App sollte dazu entwickelt werden? ;user_22;2020-04-29 18:13:00;r1_article_15;r1_comment_283;r1_comment_286;compact;5;reply;3;56;9;1;3
1300;Hinsichtlich der Zahlen kann man Ihnen vollauf zustimmen. Wer Zahlen aus staatlichen Stellen Glauben schenkt, ist ein unverbesserlicher Optimist. ;user_20;2020-04-29 12:23:00;r1_article_15;r1_comment_283;r1_comment_287;compact;5;reply;3;146;19;1;4
1301;Ich glaube nur den Zahlen die ich selber gefälscht habe, alles andere ist Fake. ;user_41;2020-04-29 13:08:00;r1_article_15;r1_comment_283;r1_comment_288;compact;5;reply;3;80;14;1;5
1302;https://www.compact-online.de/erziehungs-tv-das-war-der-identitaeren-tatort-achtung-spoiler/;user_none;2020-04-27 00:00:00;r1_article_23;;r1_article_23;compact;5;article;1;9074;1263;0;
1303;Der Notstand ist da, der Weltuntergang steht unmittelbar bevor. Und nur die sofortige Abschaffung der Freiheit zugunsten des grünen Traums vom Ökosozialismus kann uns, die Menschheit und den Planeten retten. Es sollen einige Billionen  geopfert werden  und da braucht man Geman Angst der Beschützen. ;user_96;2020-04-28 13:41:00;r1_article_23;r1_article_23;r1_comment_454;compact;5;comment;2;302;46;27;
1304;Angst in der Bevölkerung sind die Legitimation für die absurde und ruinöse Klima-Politik in der BRD, wie etwa ständig neue und höhere Umwelt- und Ökosteuern, Mauterhöhungen, Dämmrichtlinien, Emissionsabgaben, CO2-Zertifikatehandel, Energiewende, Diesel- und Fahrverbote, Elektroautounsinn Mit dem Coronaunsinn wird es genau so. Der Sinn scheint mir eine Geldvernichtung zu sein. Gewaltige Geldmengen müssen verschwinden. Ablenkungsmanöver der Machtmafia sind die Lügenmedien  die bekommen Geld aus Fördertöpfen der Re Gier ung. Es ist für die Jahreszeit zu warm klingeling  Unwetter nehmen zu klingeling. Corona hie und da klingeling. Inflation über 10% in 2020. ;user_96;2020-04-28 13:38:00;r1_article_23;r1_article_23;r1_comment_455;compact;5;comment;2;668;92;26;
1305;"Das übliche von den öffentlich unrechtlichen Medienanstalten. Ich habe in jugendlicheren Jahren gerne diese Krimis geschaut, war geradezu süchtig danach  bis zu den Zeiten, in denen ich anfing, den Plot zu verstehen. Der Favorit ""Tatort"" enthielt immer auch interessante gesellschaftliche Themen. Aber niemals kam es vor, dass ein N*ger oder Afghane irgendwelche Brutalitäten an einem oder einer Deutschen verbrochen hatte. Niemals. Umgekehrt allerdings wurde es die gute linke Regel. Die Fremdlinge waren IMMER die Opfer, die Täter natürlich immer deutsche Nazis. Fehlgeleitete. Auf der falschen (nationalen) Seite unterwegs. Also Deutsche. Die man seit den Anfängen der ""Umerziehung"" kennt als das abgrundtief Böse und Hässliche unter der Sonne und dies allabendlich in den Medien zelebriert. Ach, ihr Kulturmarxisten und linken angepassten Medienheuchler, eure Zeit wird auch mal ablaufen, und ich freue mich schon auf die Prozesse ";user_97;2020-04-28 13:34:00;r1_article_23;r1_article_23;r1_comment_456;compact;5;comment;2;937;136;25;
1306;Ein Tip von mir nach Einschalten des Fernsehers: Schlafmaske aufsetzen und die Ohren mit Original Ohropax schließen. Und du bist geschützt vor diesen Qualitätsblödsinn. Glaubt mir, ihr habt dann nichts versäumt. ;user_98;2020-04-28 12:40:00;r1_article_23;r1_article_23;r1_comment_457;compact;5;comment;2;212;31;24;
1307;"Mein neuer Quantencomputer* hat dazu folgende notification ausgegeben: ""Gail! Schwarze Löcher im Tatort! Habe meine AI drüberlaufen lassen und folgenden Analyse-Report generiert: Quanten-Anomalie in der BRD aufgetreten  schwarze Löcher nehmen überhand. Wahrscheinlichkeit eines Zusammenbruchs der Merkel-Raumzeit: 99%. Empfehle die sofortige Ausschaltung des Quantenwurms (Code: Merkel2020)"" ___ * Neueste Betriebssystem-Version: NAZI-OS 4.20  Betriebstemperatur: 0 Kelvin (-273,15 Grad Celsius) ";user_11;2020-04-28 12:26:00;r1_article_23;r1_article_23;r1_comment_458;compact;5;comment;2;498;59;23;
1308;"Ich schaue schon lange keine ARD oder ZDF Produktionen mehr. Die Gründe hierfür wurden schon hinreichend kommentiert. Talkshows tue ich mir schon seit etlichen Jahren nicht mehr an. Ich erinnere mich noch an die ""gute alte Zeit "" des internationalen Frühschpppens mit Werner Höfer. Da saßen sowjetische,chinesische und amerikanische Journalisten zusammen am Tisch und diskutierten. Man hatte also auch Anhänger der verschiedenen politischen Systemen eine Gelegenheit gegeben, ihre Positionen vorzutragen. Es war ein ausgewogenes Diskussionsforum. Heute wäre das undenkbar. Heute würde man, wenn schon Russen oder Chinesen, nur Putin und Xi Gegner einladen. Auch die Moderatoren der verschiedenen Radio- und Fernsehsender werden immer dümmer. Man muss sich manchmal wirklich wundern, was die alles nicht wissen. Sie übersetzen oft einfache englische Begriffe falsch oder wissen nicht was ein Nanometer ist. Von einem gut bezahlten Moderator sollte man das eigentlich erwarten. So etwas gehört zu einer soliden Allgemeinbildung. ";user_25;2020-04-28 10:19:00;r1_article_23;r1_article_23;r1_comment_459;compact;5;comment;2;1027;146;22;
1309;Warum gibt es im deutschen Fernsehen nicht endlich eine Persiflage auf 24 mit Jack Bauer. DIe erste Szene könte darin bestehen, daß in einem Wohnwagen in Erfurt der eine Uwe dem anderen das Gehirn mit der Pumpgun wegschießt und repetiert, und dann sich selbst das Gehirn wegschießt und als Zombie nocheinmal repetiert. ;user_50;2020-04-28 09:48:00;r1_article_23;r1_article_23;r1_comment_460;compact;5;comment;2;319;52;21;
1310;Na ja, immerhin haben die ihr Hassobjekt gut und genau beobachtet.Man beachte das Fake-Transparent am Haus im Hintergrund: FEMINISTIN-PATRIOTIN, trifft doch genau die verquere Gedankenwelt dieser Pseudorechten. ;user_10;2020-04-28 09:18:00;r1_article_23;r1_article_23;r1_comment_461;compact;5;comment;2;211;27;20;
1311;Präzise Beschreibung eines präzisen Films. Wenn Herr Sellner jetzt gequält aufheult. alles richtig gemacht. ;user_18;2020-04-28 06:11:00;r1_article_23;r1_article_23;r1_comment_462;compact;5;comment;2;109;14;19;
1312;du Regimetroll ;user_99;2020-04-28 09:32:00;r1_article_23;r1_comment_462;r1_comment_463;compact;5;reply;3;15;2;19;1
1313;Guten Tag Sekretes, Herr Sellner wird sich über diese Gratis-Werbung freuen und das zu recht. Es ehrt ihn, dass der den GEZ Zeilenschindern schon die Inhalte in die Drehbücher diktieren kann. Man kann die GEZ Schreiberlinge eben nicht dazu bringen die Wahrheit zu schreiben. Aber man kann sie dazu zwingen immer dreister zu lügen. <U+0001F642> Sehr positive Entwicklung Viele Grüsse, HvH ;user_100;2020-04-28 09:50:00;r1_article_23;r1_comment_462;r1_comment_464;compact;5;reply;3;378;61;19;2
1314;Es reicht eigentlich schon der Krimi Dreck aus Schweden etc. Immer die klugen Weiber als Polizisten, welche nur durch ihre dünnen Ärmchen und ihre privaten Probleme auffallen. Ich werde eher der Kaiser von China, als die einen Fall aufklären! Tatort habe ich schon 20 Jahre nicht mehr gesehen! ;user_8;2020-04-28 03:28:00;r1_article_23;r1_article_23;r1_comment_465;compact;5;comment;2;294;48;18;
1315;"Und natürlich war von Anfang an klar,dass der Mörder nur von rechts sein kann und die zwei Superbullinnen den Fall ""spektakulär"" aufklären. Es ist nicht zu fassen, mit welchen Ideen diese Krimi Verfasser jeden Sonntag aufs neue in der Hauptsendezeit ihren Stumpfsinn auf uns Zuseher loslassen! Der Schimansky wird sich im Grab umdrehen. ";user_101;2020-04-28 11:52:00;r1_article_23;r1_comment_465;r1_comment_466;compact;5;reply;3;337;53;18;11
1316;"Es sind doch die immer gleichen Plots. Sogar in den Vorabend-Serien wie Hafenkante, Großstadtrevier etc. etc. Die taffen Superbullinnen ( oder heißt das korrekt Superkühe ;- ) ), zeigen den eierlosen Männerkarikaturen was ein linker Haken ist. Überall ""Rechte Rassisten"", ""Hetzer"", ""Klimaleugener"". Auf der anderen Seite: Liebe unschuldige , top ausgebildete, stets der deutschen Sprache mächtige ""Zugewanderte"", die von deutschen Dumpfbacken schikaniert, verfolgt und angegriffen werden. Die Rollen sind klar verteilt. Balla-Balla Erziehungsfernsehen für Zuschauer, die nicht mehr selbst denken können, oder wollen. Fernsehen zum Abschalten. ";user_102;2020-04-28 14:54:00;r1_article_23;r1_comment_465;r1_comment_467;compact;5;reply;3;643;86;18;12
1317;"Die Reden, die Sch<U+FFFD>rfe der Diskussion und die rechten Videobeitr<U+FFFD>ge werden mit ihrer klaren Argumentation Wirkung zeigen. Auch die Generation <U+FFFD>60, die entnazifizierteste, kann sich dieser rechten Argumentation nicht verschlie<U+FFFD>en. Bei vielen wird sie andocken. Negative Schlagzeilen sind Werbung. Mit diesem Tatort wurde zwar versucht, die rechte Bewegung als inkonsistent darzustellen, tats<U+FFFD>chlich war haupts<U+FFFD>chlich das Ende platt, unlogisch und unglaubw<U+FFFD>rdig. Menschen sind aber in der Lage, das zu Erkennen und das Unterbewusstsein l<U+FFFD>sst sich mit solch billigen Taschenspielertricks nicht t<U+FFFD>uschen. Ich selbst bin 2011 <U+FFFD>ber die Sendung ""Die Deutschland-Safari"", in der Henryk M. Broder und Hamed Abdel-Samad durch Deutschland tourten und Menschen zu verschiedenen Themen interviewten, auf J<U+FFFD>rgen Els<U+FFFD>sser aufmerksam geworden und abonniere seit dem Compact. Hier, wenn<U+FFFD>s erlaubt ist, der Link. https://m.youtube.com/watch?v=bo5p42PO_To Im Tatort gab es <U+FFFD>brigens keine Nazi-Marschmusik, wie im Broders Beitrag. ";user_103;2020-04-28 01:51:00;r1_article_23;r1_article_23;r1_comment_468;compact;5;comment;2;1011;134;17;
1318;"Wer schaut sich denn noch den ""Tatort"" an?? Nach meinen Beobachtungen fast nur noch Frauen, und die wenigen Männer, die da noch aus purem Devotismus mitmachen, denen ist eh nicht mehr zu helfen. Arme untertänige und wohl-konditionierte Trottel. Wobei das Phänomen ""Frau und Krimi"" für sich genommen durchaus einer näheren Betrachtung wert wäre. Weil der Zusammenhang so evident ist. Dürfte aber eher ein Thema für den Psychotherapeuten sein. ";user_31;2020-04-27 23:02:00;r1_article_23;r1_article_23;r1_comment_469;compact;5;comment;2;442;68;16;
1319;Aber natürlich ist es auch gut, aus zweiter Hand ab und an zu erfahren, wie brutal und wie ordinär die Propaganda inzwischen läuft in dieser politisch-korrekten Klappsmühle namens BRD. ;user_31;2020-04-28 12:15:00;r1_article_23;r1_comment_469;r1_comment_470;compact;5;reply;3;185;29;16;1
1320;"Wie antwortete neulich ein Antifant auf die Frage nach einer medialen Alternative zu deutschen Youtube-Bloggern: ""Öffentlich-rechtliche""! Daher haben die Kämpfer für Gleichheit und Gleichheit auch nichts gegen Millionäre wie Kleber und Buhrow. ";user_104;2020-04-27 22:51:00;r1_article_23;r1_article_23;r1_comment_471;compact;5;comment;2;244;32;15;
1321;"Ich finde es einfach nur widerlich. Hier wird mit Zwangsabgaben Verleumdung im großen Spiel betrieben. Und die Macher verstecken sich hinter der sogenannten ""Kunstfreiheit"". Allerdings ist auch die ""Kunstfreiheit"" limitiert. Die Ähnlichkeit mit realen Personen und Gruppen ist derartig offenkundig, dass hier die Persönlichkeitsrechte verletzt wurden. Ich empfehle hier dringende Strafanzeige gegen die ARD wegen übler Nachrede. Die Strafanzeige kann natürlich nur durch die betroffenen Personen selbst gestellt werden. ";user_34;2020-04-27 21:40:00;r1_article_23;r1_article_23;r1_comment_472;compact;5;comment;2;520;69;14;
1322;Alles nur noch lächerlich. 24/7 Propaganda, nächste Woche dann sicher irgendwas mit Corona. Pöse Rechte die nachts heimlich Türklinken in Flüchtlingsheimen anlecken, oder Schwarzafrikanern die Schutzmasken vom Gesicht reißen. Revolution C-19 dringt in eine deutsche Schutzmaskenfabrik ein und setzt dressierte Igel aus. Ein arbeitsloser Drogendealer kann gerade noch schlimmes verhindern. So was Beklopptes wie heute rund um die Uhr, gabs nicht mal bei Honeckers Sudelede. Sind die Deutschen mittlerweile wirklich so derart geistig degeneriert? Allem Anschein nach JA. ;user_6;2020-04-27 21:39:00;r1_article_23;r1_article_23;r1_comment_473;compact;5;comment;2;570;78;13;
1323;Kopfkino. Was würde Goebbels wohl zu so einem Propaganda- Machwerk sagen? Wäre er erstaunt,was alles so geht? Oder würde ihn gar der Schlag treffen, wenn er erfährt , das die Indoktrinierten das ganze sogar noch direkt finanzieren? Plus die ganzen anderen ,die es finanzieren und nicht mal schauen. Habs gesehen und war beeindruckt von soviel ja was soll ich sagen? Unverfrorenheit? Mir fehlen da echt die Worte! Lauter komplett kaputte Typen und die am wenigsten kaputte war die Grace Jones für Arme. Einfach nur ein übles Machwerk. ;user_105;2020-04-27 21:22:00;r1_article_23;r1_article_23;r1_comment_474;compact;5;comment;2;535;87;12;
1324;Guten Tag, ich wollte mir gestern den Tatort anschauen und stöberte daher in der ARD Mediathek. Dort habe ich nur das Titelbild gesehen und wusste sofort, dass ich mir diesen Tatort nicht anschauen würde. Bildbeschreibung: Das Burda Poster-Girl Maria Furtwängler, das auf den grünen Wiesen des GEZ Umerziehungsfernsehens weidet und im Kielwasser ihres millionenschweren Ehemanns Hubert Burda laut Vertrag mutmaßlich eine Gage von über 200000 EUR einstreicht, sitzt neben dem afrikanischen Klon bzw. dem Abziehbild der SPD Sprechpuppe und Quoten-Staatssekretärin Susanne Schneebeli im Verhörzimmer. Beide sind national feminin und sollen laut Regie durch selbstbewusstes In die Luft starren Kompetenz der Exekutive suggerieren und den RECHTSstaat verteidigen. Diese Aufstellung ist bereits so peinlich, dass man sich den Rest sparen kann. Die Einfalt der Handlung war allein durch dieses Bild vorgezeichnet und somit vermutlich noch primitiver als die Schnittmuster in den Burda Blättchen, mit denen ihr Mann Hubert und seine Vorfahren einst zu Multimillionären wurden. Für diese filmische Meisterleistung wird der Protagonistin bei der nächsten Preisverleihung wohl der erste politisch korrekte und schwarzlackierte Bambi durch Staatsekretärin Schneebli per Live-Schalte aus Beirut überreicht werden. 1 von 2 Seiten ;user_100;2020-04-27 20:56:00;r1_article_23;r1_article_23;r1_comment_475;compact;5;comment;2;1322;185;11;
1325;Resümee Vollkommen weltfremd und eine weitere Provokation für den angezählten und ausgeplünderten, arbeitenden Mittelstand. Die Opposition braucht nur noch die Verarmung der Mittelschicht abwarten, um anschließend die Ernte einzufahren. Ein großes Dank an die Qualitätsmedien. Grüsse, HvH ;user_100;2020-04-27 20:56:00;r1_article_23;r1_comment_475;r1_comment_476;compact;5;reply;3;289;37;11;1
